Unit.ID,Lot,Case.No,Case.L,Neck.Idia,Neck.Odia,Neck.Thick,Neck.Err,HS,PPDpth,PPDia,Case.Wgt,CMS,Media.Wgt,Volume.Correction,Corr.Media.Wgt,Case.Vol,Pr.Wgt,Bullet.OL,Bullet.Wgt,Reload.Ord,DOL,PC,OLC,ALC,ADOL,DOL.Err,OCWgt,SumWgt,WgtErr,Box.Ord,Target.No,Time,Temp,Velocity,Clean.No,Group.No,Day,,Vertical,Horizontal,DFB,include
1.65,lot1,65,1.7458,0.2205,0.2410,0.0115,-0.0025,-10.0000,0.1185,0.1715,93.6000,0.0000,90.8000,1.0019,90.9763,45.4881,3.3000,0.8100,55.0000,51.0000,0.0100,25.4000,1.9430,1.9430,0.0100,0.0000,177.4000,177.3000,-0.1000,188.0000,188.0000,15:41,68.7000,3187.0000,60.0000,5.0000,1.0000,,23.0000,28.5000,36.6231,1
1.66,lot1,66,1.7427,0.2205,0.2410,0.0110,-0.0015,-9.0000,0.1180,0.1715,92.4000,0.0000,91.3000,1.0019,91.4772,45.7386,3.3000,0.8110,55.0000,146.0000,0.0200,25.6000,1.9330,1.9335,0.0195,-5.0000,176.3000,176.3000,0.0000,142.0000,142.0000,14:41,71.2000,3205.0000,14.0000,5.0000,1.0000,"velocity missmatch, pulled left",-4.0000,-35.5000,35.7246,1
1.67,lot1,67,1.7457,0.2210,0.2410,0.0110,-0.0020,-10.0000,0.1185,0.1720,93.3000,0.0000,90.5000,1.0019,90.6757,45.3378,3.2000,0.8090,54.9000,130.0000,0.0100,25.6000,1.9430,1.9430,0.0100,0.0000,177.0000,177.0000,0.0000,198.0000,198.0000,16:00,66.9000,3261.0000,70.0000,5.0000,1.0000,,-16.0000,-13.5000,20.9344,1
1.68,lot1,68,1.7439,0.2205,0.2415,0.0110,-0.0010,-10.0000,0.1190,0.1715,93.4000,0.0000,90.5000,1.0019,90.6757,45.3378,3.3000,0.8110,55.0000,192.0000,0.0250,25.7000,1.9280,1.9280,0.0250,0.0000,177.4000,177.4000,0.0000,207.0000,207.0000,16:10,66.7000,,79.0000,5.0000,1.0000,,14.0000,-15.0000,20.5183,1
1.69,lot1,69,1.7485,0.2210,0.2415,0.0115,-0.0025,-10.0000,0.1190,0.1715,94.7000,0.0000,90.1000,1.0019,90.2749,45.1375,3.3000,0.8120,55.1000,124.0000,0.0050,25.6000,1.9480,1.9485,0.0045,-5.0000,178.6000,178.7000,0.1000,161.0000,161.0000,15:17,70.3000,3358.0000,33.0000,5.0000,1.0000,,15.0000,12.0000,19.2094,1
1.70,lot1,70,1.7488,0.2205,0.2410,0.0110,-0.0015,-10.0000,0.1190,0.1710,92.3000,0.0000,91.6000,1.0019,91.7778,45.8889,3.3000,0.8100,55.0000,306.0000,0.0200,26.0000,1.9330,1.9330,0.0200,0.0000,176.8000,176.6000,-0.2000,384.0000,384.0000,16:09,53.4000,,64.0000,8.0000,2.0000,,-49.0000,25.5000,55.2381,1
1.71,lot1,71,1.7448,0.2205,0.2415,0.0110,-0.0010,-9.0000,0.1180,0.1705,92.7000,0.0000,90.9000,1.0019,91.0765,45.5382,3.3000,0.8090,54.9000,357.0000,0.0300,26.1000,1.9230,1.9230,0.0300,0.0000,176.9000,177.0000,0.1000,166.0000,166.0000,15:20,70.3000,3403.0000,38.0000,5.0000,1.0000,,32.0000,2.0000,32.0624,1
1.72,lot1,72,1.7448,0.2205,0.2415,0.0110,-0.0010,-10.0000,0.1180,0.1710,92.6000,0.0000,91.4000,1.0019,91.5774,45.7887,3.3000,0.8090,55.0000,352.0000,0.0250,26.1000,1.9280,1.9280,0.0250,0.0000,176.9000,177.0000,0.1000,211.0000,211.0000,16:14,65.7000,,83.0000,5.0000,1.0000,,18.5000,9.5000,20.7966,1
1.73,lot1,73,1.7479,0.2195,0.2410,0.0115,-0.0015,-11.0000,0.1185,0.1710,92.7000,0.0000,90.8000,1.0019,90.9763,45.4881,3.2000,0.8100,55.0000,100.0000,0.0150,25.5000,1.9380,1.9375,0.0155,5.0000,176.4000,176.4000,0.0000,231.0000,231.0000,12:08,54.7000,,7.0000,6.0000,2.0000,pulled left,27.0000,21.0000,34.2053,1
1.74,lot1,74,1.7489,0.2200,0.2415,0.0115,-0.0015,-9.0000,0.1190,0.1710,92.4000,0.0000,90.8000,1.0019,90.9763,45.4881,3.3000,0.8100,55.0000,165.0000,0.0050,25.7000,1.9480,1.9480,0.0050,0.0000,176.2000,176.4000,0.2000,72.0000,72.0000,12:39,73.6000,3491.0000,8.0000,3.0000,1.0000,,-6.0000,-39.5000,39.9531,1
1.75a,lot1,75,1.7466,0.2205,0.2415,0.0110,-0.0010,-9.0000,0.1180,0.1705,94.9000,0.0000,89.9000,1.0019,90.0745,45.0373,3.2000,0.8110,55.0000,365.0000,0.0050,26.2000,1.9480,1.9480,0.0050,0.0000,179.6000,179.3000,-0.3000,130.0000,130,14:33,72.3000,,2.0000,5.0000,1.0000,"Target Mismatch: target blank - shot target 143  (-60,-2) and (-31,16)",-2.0000,-60.0000,60.0333,1
1.75b,lot1,75,1.7466,0.2205,0.2415,0.0110,-0.0010,-9.0000,0.1180,0.1705,94.9000,0.0000,89.9000,1.0019,90.0745,45.0373,3.2000,0.8110,55.0000,365.0000,0.0050,26.2000,1.9480,1.9480,0.0050,0.0000,179.6000,179.3000,-0.3000,130.0000,130,14:33,72.3000,,2.0000,5.0000,1.0000,"Target Mismatch: target blank - shot target 143  (-60,-2) and (-31,16)",16.0000,-31.0000,34.8855,1
1.76,lot1,76,1.7461,0.2205,0.2415,0.0110,-0.0010,-10.0000,0.1180,0.1715,92.4000,0.0000,91.4000,1.0019,91.5774,45.7887,3.3000,0.8100,55.0000,111.0000,0.0250,25.5000,1.9280,1.9275,0.0255,5.0000,176.0000,176.2000,0.2000,395.0000,395.0000,16:34,50.2000,,75.0000,8.0000,2.0000,,-14.0000,17.0000,22.0227,1
1.77,lot1,77,1.7464,0.2210,0.2410,0.0110,-0.0020,-11.0000,0.1190,0.1710,92.9000,0.0000,91.2000,1.0019,91.3770,45.6885,3.2000,0.8100,55.0000,131.0000,0.0100,25.6000,1.9430,1.9430,0.0100,0.0000,176.6000,176.7000,0.1000,351.0000,351.0000,15:40,55.4000,,31.0000,8.0000,2.0000,,10.0000,3.0000,10.4403,1
1.78,lot1,78,1.7477,0.2195,0.2415,0.0115,-0.0010,-11.0000,0.1185,0.1705,91.9000,0.0000,91.3000,1.0019,91.4772,45.7386,3.3000,0.8110,55.1000,8.0000,0.0100,25.3000,1.9430,1.9430,0.0100,0.0000,175.5000,175.6000,0.1000,372.0000,372.0000,15:56,54.3000,,52.0000,8.0000,2.0000,,-31.0000,40.0000,50.6063,1
1.79,lot1,79,1.7438,0.2205,0.2410,0.0110,-0.0015,-10.0000,0.1190,0.1710,93.7000,0.0000,90.5000,1.0019,90.6757,45.3378,3.3000,0.8100,55.0000,166.0000,0.0050,25.7000,1.9480,1.9475,0.0055,5.0000,177.7000,177.7000,0.0000,191.0000,191.0000,15:42,68.4000,,63.0000,5.0000,1.0000,,-11.5000,-51.0000,52.2805,1
1.80,lot1,80,1.7429,0.2205,0.2415,0.0110,-0.0010,-10.0000,0.1180,0.1710,91.4000,0.0000,91.0000,1.0019,91.1767,45.5883,3.2000,0.8090,55.0000,313.0000,0.0250,26.0000,1.9280,1.9275,0.0255,5.0000,175.6000,175.6000,0.0000,75.0000,75.0000,12:44,73.8000,,11.0000,3.0000,1.0000,,-10.0000,-16.5000,19.2938,1
1.81,lot1,81,1.7459,0.2205,0.2425,0.0115,-0.0010,-10.0000,0.1175,0.1710,91.9000,0.0000,91.1000,1.0019,91.2769,45.6384,3.2000,0.8100,55.0000,71.0000,0.0250,25.4000,1.9280,1.9275,0.0255,5.0000,175.6000,175.5000,-0.1000,116.0000,116.0000,14:00,72.5000,,20.0000,4.0000,1.0000,,15.5000,-12.0000,19.6023,1
1.82,lot1,82,1.7476,0.2205,0.2420,0.0115,-0.0015,-11.0000,0.1175,0.1705,93.1000,0.0000,90.9000,1.0019,91.0765,45.5382,3.2000,0.8110,54.9000,386.0000,0.0200,26.2000,1.9330,1.9335,0.0195,-5.0000,177.3000,177.4000,0.1000,306.0000,306.0000,14:14,55.4000,3413.0000,18.0000,7.0000,2.0000,,-32.5000,22.0000,39.2460,1
1.83,lot1,83,1.7468,0.2210,0.2410,0.0110,-0.0020,-11.0000,0.1180,0.1715,92.9000,0.0000,90.9000,1.0019,91.0765,45.5382,3.3000,0.8100,55.0000,27.0000,0.0250,25.3000,1.9280,1.9280,0.0250,0.0000,176.4000,176.5000,0.1000,132.0000,132.0000,14:43,71.6000,3380.0000,4.0000,5.0000,1.0000,,33.0000,-20.5000,38.8491,1
1.84,lot1,84,1.7464,0.2200,0.2415,0.0115,-0.0015,-10.0000,0.1190,0.1705,91.9000,0.0000,90.7000,1.0019,90.8761,45.4380,3.3000,0.8090,55.0000,160.0000,0.0300,25.6000,1.9230,1.9235,0.0295,-5.0000,175.7000,175.8000,0.1000,127.0000,127.0000,14:12,72.3000,3393.0000,31.0000,4.0000,1.0000,,-18.0000,-12.5000,21.9146,1
1.85,lot1,85,1.7473,0.2200,0.2415,0.0115,-0.0015,-10.0000,0.1190,0.1710,92.3000,0.0000,91.0000,1.0019,91.1767,45.5883,3.2000,0.8120,55.1000,43.0000,0.0050,25.4000,1.9480,1.9470,0.0060,10.0000,176.1000,176.0000,-0.1000,347.0000,347.0000,15:27,56.3000,,27.0000,8.0000,2.0000,,-14.0000,29.0000,32.2025,1
1.86,lot1,86,1.7450,0.2205,0.2415,0.0110,-0.0010,-11.0000,0.1190,0.1710,92.6000,0.0000,90.9000,1.0019,91.0765,45.5382,3.3000,0.8100,55.0000,9.0000,0.0100,25.3000,1.9430,1.9435,0.0095,-5.0000,176.0000,176.2000,0.2000,71.0000,71.0000,12:39,73.6000,3300.0000,7.0000,3.0000,1.0000,,-13.0000,-8.5000,15.5322,1
1.87,lot1,87,1.7445,0.2210,0.2420,0.0110,-0.0010,-11.0000,0.1190,0.1710,92.0000,0.0000,90.2000,1.0019,90.3751,45.1876,3.2000,0.8100,55.0000,326.0000,0.0050,26.1000,1.9480,1.9480,0.0050,0.0000,176.2000,176.3000,0.1000,18.0000,18.0000,10:18,72.4000,3460.0000,18.0000,1.0000,1.0000,,-12.5000,33.0000,35.2881,1
1.88,lot1,88,1.7422,0.2205,0.2415,0.0110,-0.0010,-11.0000,0.1185,0.1715,91.3000,0.0000,91.2000,1.0019,91.3770,45.6885,3.3000,0.8120,55.0000,387.0000,0.0200,26.2000,1.9330,1.9335,0.0195,-5.0000,175.8000,175.8000,0.0000,396.0000,396.0000,16:35,50.2000,,76.0000,8.0000,2.0000,,-21.0000,41.0000,46.0652,1
1.89,lot1,89,1.7444,0.2205,0.2415,0.0110,-0.0010,-10.0000,0.1185,0.1710,93.2000,0.0000,90.6000,1.0019,90.7759,45.3879,3.2000,0.8100,55.0000,218.0000,0.0150,25.8000,1.9380,1.9380,0.0150,0.0000,177.2000,177.2000,0.0000,31.0000,31.0000,10:34,71.4000,3421.0000,31.0000,1.0000,1.0000,,-18.0000,16.0000,24.0832,1
1.90,lot1,90,1.7421,0.2205,0.2410,0.0115,-0.0025,-10.0000,0.1185,0.1710,93.6000,0.0000,90.8000,1.0019,90.9763,45.4881,3.3000,0.8110,55.0000,343.0000,0.0200,26.1000,1.9330,1.9330,0.0200,0.0000,178.1000,178.0000,-0.1000,223.0000,223.0000,16:22,64.2000,,95.0000,5.0000,1.0000,,-38.0000,9.0000,39.0512,1
1.91,lot1,91,1.7436,0.2210,0.2415,0.0110,-0.0015,-11.0000,0.1180,0.1710,92.8000,0.0000,90.7000,1.0019,90.8761,45.4380,3.3000,0.8120,55.0000,337.0000,0.0150,26.1000,1.9380,1.9380,0.0150,0.0000,177.2000,177.2000,0.0000,320.0000,319.0000,14:26,56.1000,,32.0000,7.0000,2.0000,"target upside down, shot into 320, up. rt. corner bullseye",5.5000,9.0000,10.5475,1
1.92,lot1,92,1.7463,0.2210,0.2410,0.0110,-0.0020,-11.0000,0.1190,0.1710,92.4000,0.0000,91.1000,1.0019,91.2769,45.6384,3.2000,0.8120,54.9000,106.0000,0.0200,25.5000,1.9330,1.9335,0.0195,-5.0000,176.2000,176.0000,-0.2000,56.0000,56.0000,11:53,72.5000,,24.0000,2.0000,1.0000,,-35.0000,20.0000,40.3113,1
1.93,lot1,93,1.7433,0.2205,0.2415,0.0110,-0.0010,-11.0000,0.1175,0.1705,93.9000,0.0000,90.8000,1.0019,90.9763,45.4881,3.3000,0.8100,55.1000,132.0000,0.0100,25.6000,1.9430,1.9430,0.0100,0.0000,177.7000,177.9000,0.2000,101.0000,101.0000,13:13,73.2000,,27.0000,3.0000,1.0000,,-15.0000,-18.5000,23.8170,1
1.94,lot1,94,1.7464,0.2205,0.2410,0.0110,-0.0015,-10.0000,0.1180,0.1710,92.8000,0.0000,90.7000,1.0019,90.8761,45.4380,3.2000,0.8100,54.9000,358.0000,0.0300,26.1000,1.9230,1.9230,0.0300,0.0000,177.1000,177.0000,-0.1000,294.0000,293.0000,14:04,55.0000,3400.0000,5.0000,7.0000,2.0000,shot target 293 with case lot1:94 should have been lot2:19,-12.0000,6.5000,13.6473,1
1.95,lot1,95,1.7477,0.2205,0.2410,0.0110,-0.0015,-11.0000,0.1190,0.1710,93.5000,0.0000,88.7000,1.0019,88.8722,44.4361,3.3000,0.8100,54.9000,307.0000,0.0200,26.0000,1.9330,1.9330,0.0200,0.0000,177.8000,177.7000,-0.1000,155.0000,155.0000,15:03,71.2000,3448.0000,27.0000,5.0000,1.0000,sun,-18.0000,-23.0000,29.2062,1
1.96,lot1,96,1.7449,0.2205,0.2415,0.0115,-0.0020,-10.0000,0.1180,0.1710,93.0000,0.0000,90.8000,1.0019,90.9763,45.4881,3.3000,0.8130,55.1000,397.0000,0.0300,26.2000,1.9230,1.9230,0.0300,0.0000,177.7000,177.6000,-0.1000,27.0000,27.0000,10:27,72.0000,3486.0000,27.0000,1.0000,1.0000,,-25.0000,-4.5000,25.4018,1
1.97,lot1,97,1.7483,0.2210,0.2415,0.0110,-0.0015,-10.0000,0.1190,0.1705,93.9000,0.0000,90.2000,1.0019,90.3751,45.1876,3.3000,0.8130,55.1000,78.0000,0.0300,25.4000,1.9230,1.9230,0.0300,0.0000,177.7000,177.7000,0.0000,301.0000,301.0000,14:10,55.4000,3368.0000,13.0000,7.0000,2.0000,,-17.5000,-4.0000,17.9513,1
1.98,lot1,98,1.7485,0.2210,0.2415,0.0110,-0.0015,-10.0000,0.1185,0.1710,92.7000,0.0000,90.8000,1.0019,90.9763,45.4881,3.3000,0.8110,55.0000,314.0000,0.0250,26.0000,1.9280,1.9275,0.0255,5.0000,177.3000,177.0000,-0.3000,87.0000,87,13:46,72.7000,,7.0000,4.0000,1.0000,out of seq - tumbled,-25.0000,-18.0000,30.8058,0
1.99,lot1,99,1.7452,0.2210,0.2410,0.0110,-0.0020,-11.0000,0.1180,0.1710,93.1000,0.0000,90.8000,1.0019,90.9763,45.4881,3.3000,0.8100,55.0000,231.0000,0.0250,25.8000,1.9280,1.9280,0.0250,0.0000,177.1000,177.2000,0.1000,371.0000,371.0000,15:55,54.5000,,51.0000,8.0000,2.0000,,-30.5000,28.0000,41.4035,1
1.100,lot1,100,1.7467,0.2210,0.2410,0.0110,-0.0020,-11.0000,0.1190,0.1705,92.1000,0.0000,91.5000,1.0019,91.6776,45.8388,3.3000,0.8100,55.0000,292.0000,0.0100,26.0000,1.9430,1.9425,0.0105,5.0000,176.3000,176.4000,0.1000,249.0000,249.0000,12:29,56.3000,3428.0000,25.0000,6.0000,2.0000,,-17.5000,-12.5000,21.5058,1
2.1,lot2,1,1.7530,0.2190,0.2415,0.0120,-0.0015,-8.0000,0.1180,0.1705,92.5000,1.0000,90.3000,1.0000,90.3000,45.1500,3.3000,0.8120,55.0000,64.0000,0.0200,25.4000,1.9330,1.9325,0.0205,5.0000,176.2000,176.2000,0.0000,112.0000,112.0000,13:56,72.3000,,16.0000,4.0000,1.0000,,-11.0000,10.0000,14.8661,1
2.2,lot2,2,1.7565,0.2200,0.2415,0.0115,-0.0015,-6.5000,0.1195,0.1705,92.5000,1.0000,90.1000,1.0000,90.1000,45.0500,3.3000,0.8110,55.0000,52.0000,0.0100,25.4000,1.9430,1.9430,0.0100,0.0000,176.2000,176.2000,0.0000,180.0000,180.0000,15:35,68.7000,3347.0000,52.0000,5.0000,1.0000,,15.5000,-15.0000,21.5697,1
2.3,lot2,3,1.7535,0.2195,0.2415,0.0120,-0.0020,-8.0000,0.1190,0.1700,93.9000,1.0000,90.4000,1.0000,90.4000,45.2000,3.2000,0.8110,55.1000,65.0000,0.0200,25.4000,1.9330,1.9330,0.0200,0.0000,177.4000,177.6000,0.2000,40.0000,40.0000,11:23,72.5000,,8.0000,2.0000,1.0000,,-18.0000,-19.0000,26.1725,1
2.4,lot2,4,1.7510,0.2195,0.2415,0.0120,-0.0020,-11.0000,0.1195,0.1705,92.7000,1.0000,90.9000,1.0000,90.9000,45.4500,3.3000,0.8090,54.9000,380.0000,0.0150,26.2000,1.9380,1.9370,0.0160,10.0000,177.1000,177.1000,0.0000,348.0000,348.0000,15:27,56.1000,,28.0000,8.0000,2.0000,,-10.5000,-12.5000,16.3248,1
2.5,lot2,5,1.7560,0.2190,0.2415,0.0120,-0.0015,-7.0000,0.1180,0.1715,91.8000,1.0000,90.8000,1.0000,90.8000,45.4000,3.3000,0.8100,55.0000,66.0000,0.0200,25.4000,1.9330,1.9330,0.0200,0.0000,175.4000,175.5000,0.1000,137.0000,137.0000,14:47,71.2000,3451.0000,9.0000,5.0000,1.0000,velocity missmatch,18.0000,-39.5000,43.4079,1
2.6,lot2,6,1.7530,0.2205,0.2415,0.0115,-0.0020,-9.0000,0.1190,0.1705,93.6000,1.0000,90.9000,1.0000,90.9000,45.4500,3.3000,0.8100,54.9000,285.0000,0.0050,26.0000,1.9480,1.9480,0.0050,0.0000,177.6000,177.8000,0.2000,108.0000,108.0000,13:52,72.5000,,12.0000,4.0000,1.0000,,15.0000,-22.0000,26.6271,1
2.7,lot2,7,1.7550,0.2190,0.2420,0.0120,-0.0010,-8.0000,0.1190,0.1705,93.3000,1.0000,91.0000,1.0000,91.0000,45.5000,3.2000,0.8100,55.0000,133.0000,0.0100,25.6000,1.9430,1.9430,0.0100,0.0000,176.8000,177.1000,0.3000,97.0000,97.0000,13:08,73.4000,,23.0000,3.0000,1.0000,,2.5000,-20.5000,20.6519,1
2.8,lot2,8,1.7550,0.2195,0.2415,0.0115,-0.0010,-6.5000,0.1185,0.1710,93.7000,1.0000,90.8000,1.0000,90.8000,45.4000,3.2000,0.8100,55.0000,250.0000,0.0100,25.9000,1.9430,1.9430,0.0100,0.0000,177.6000,177.8000,0.2000,148.0000,148.0000,14:59,71.1000,3406.0000,20.0000,5.0000,1.0000,,-13.0000,-43.0000,44.9222,1
2.9,lot2,9,1.7550,0.2195,0.2415,0.0115,-0.0010,-7.0000,0.1185,0.1705,93.2000,1.0000,90.8000,1.0000,90.8000,45.4000,3.3000,0.8100,55.0000,59.0000,0.0150,25.4000,1.9380,1.9380,0.0150,0.0000,176.7000,176.9000,0.2000,213.0000,213.0000,16:14,65.5000,,85.0000,5.0000,1.0000,,3.0000,-26.5000,26.6693,1
2.10,lot2,10,1.7475,0.2190,0.2420,0.0115,0.0000,-11.0000,0.1195,0.1710,94.0000,0.0000,90.9000,1.0000,90.9000,45.4500,3.3000,0.8130,55.1000,28.0000,0.0250,25.3000,1.9280,1.9275,0.0255,5.0000,177.6000,177.7000,0.1000,350.0000,350.0000,15:30,55.9000,,30.0000,8.0000,2.0000,,-36.5000,5.0000,36.8409,1
2.11,lot2,11,1.7560,0.2190,0.2415,0.0120,-0.0015,-6.0000,0.1190,0.1700,93.5000,1.0000,90.4000,1.0000,90.4000,45.2000,3.2000,0.8110,55.0000,293.0000,0.0100,26.0000,1.9430,1.9435,0.0095,-5.0000,177.5000,177.7000,0.2000,184.0000,184.0000,15:38,68.7000,3240.0000,56.0000,5.0000,1.0000,,1.5000,-14.0000,14.0801,1
2.12,lot2,12,1.7555,0.2195,0.2410,0.0120,-0.0025,-11.0000,0.1190,0.1705,93.1000,1.0000,90.4000,1.0000,90.4000,45.2000,3.2000,0.8120,55.1000,1.0000,0.0050,25.3000,1.9480,1.9480,0.0050,0.0000,176.3000,176.7000,0.4000,165.0000,165.0000,15:19,70.3000,3244.0000,37.0000,5.0000,1.0000,,24.0000,21.0000,31.8904,1
2.13,lot2,13,1.7590,0.2190,0.2405,0.0110,-0.0005,-6.0000,0.1175,0.1705,92.5000,1.0000,90.6000,1.0000,90.6000,45.3000,3.3000,0.8080,55.0000,373.0000,0.0100,26.2000,1.9430,1.9430,0.0100,0.0000,176.9000,177.0000,0.1000,104.0000,104.0000,13:16,73.0000,3468.0000,30.0000,3.0000,1.0000,,-19.5000,-15.0000,24.6018,1
2.14,lot2,14,1.7590,0.2195,0.2415,0.0115,-0.0010,-7.0000,0.1175,0.1705,93.1000,1.0000,90.6000,1.0000,90.6000,45.3000,3.3000,0.8100,55.0000,36.0000,0.0300,25.3000,1.9230,1.9230,0.0300,0.0000,176.5000,176.7000,0.2000,254.0000,254.0000,12:33,57.0000,3339.0000,30.0000,6.0000,2.0000,,2.0000,-5.0000,5.3852,1
2.15,lot2,15,1.7555,0.2190,0.2415,0.0110,0.0005,-6.5000,0.1175,0.1700,92.0000,1.0000,90.1000,1.0000,90.1000,45.0500,3.3000,0.8100,55.0000,381.0000,0.0150,26.2000,1.9380,1.9380,0.0150,0.0000,176.3000,176.5000,0.2000,391.0000,391.0000,16:32,50.7000,,71.0000,8.0000,2.0000,,8.5000,40.0000,40.8932,1
2.16,lot2,16,1.7535,0.2190,0.2415,0.0115,-0.0005,-6.5000,0.1185,0.1705,93.8000,1.0000,90.4000,1.0000,90.4000,45.2000,3.3000,0.8100,54.9000,167.0000,0.0050,25.7000,1.9480,1.9470,0.0060,10.0000,177.4000,177.7000,0.3000,342.0000,344.0000,15:23,56.3000,,24.0000,8.0000,2.0000,targets out of sequence - 342 (lot3:81) shot into 344,-32.0000,30.0000,43.8634,1
2.17,lot2,17,1.7545,0.2190,0.2415,0.0120,-0.0015,-7.0000,0.1170,0.1710,92.1000,1.0000,91.2000,1.0000,91.2000,45.6000,3.2000,0.8100,55.1000,173.0000,0.0100,25.7000,1.9430,1.9425,0.0105,5.0000,176.0000,176.1000,0.1000,106.0000,106,13:18,73.0000,3296.0000,32.0000,3.0000,1.0000,clean bore - tumbled,18.0000,-4.0000,18.4391,0
2.18,lot2,18,1.7550,0.2205,0.2415,0.0115,-0.0020,-7.0000,0.1185,0.1705,92.5000,1.0000,90.4000,1.0000,90.4000,45.2000,3.3000,0.8100,55.0000,331.0000,0.0100,26.1000,1.9430,1.9425,0.0105,5.0000,176.6000,176.9000,0.3000,230.0000,230.0000,12:07,54.7000,,6.0000,6.0000,2.0000,pulled left,15.0000,20.5000,25.4018,1
2.19,lot2,19,1.7550,0.2195,0.2415,0.0115,-0.0010,-7.0000,0.1180,0.1705,92.2000,1.0000,91.1000,1.0000,91.1000,45.5500,3.3000,0.8100,55.0000,185.0000,0.0200,25.7000,1.9330,1.9330,0.0200,0.0000,176.0000,176.2000,0.2000,293.0000,294.0000,14:04,55.0000,3351.0000,6.0000,7.0000,2.0000,shot target 249 with case lot2:19 should have been lot1:94,-1.0000,10.5000,10.5475,1
2.20,lot2,20,1.7570,0.2205,0.2415,0.0115,-0.0020,-7.0000,0.1195,0.1705,93.6000,1.0000,90.8000,1.0000,90.8000,45.4000,3.3000,0.8100,55.0000,119.0000,0.0300,25.5000,1.9230,1.9230,0.0300,0.0000,177.2000,177.4000,0.2000,203.0000,203.0000,16:08,66.9000,,75.0000,5.0000,1.0000,,30.0000,32.5000,44.2295,1
2.21,lot2,21,1.7550,0.2205,0.2415,0.0115,-0.0020,-8.0000,0.1205,0.1705,93.4000,1.0000,91.0000,1.0000,91.0000,45.5000,3.2000,0.8130,55.1000,391.0000,0.0250,26.2000,1.9280,1.9280,0.0250,0.0000,177.9000,177.9000,0.0000,114.0000,114.0000,13:58,72.3000,,18.0000,4.0000,1.0000,,-9.0000,2.0000,9.2195,1
2.22,lot2,22,1.7550,0.2195,0.2415,0.0120,-0.0020,-8.0000,0.1195,0.1705,93.2000,1.0000,91.2000,1.0000,91.2000,45.6000,3.3000,0.8090,55.0000,251.0000,0.0100,25.9000,1.9430,1.9425,0.0105,5.0000,177.4000,177.4000,0.0000,312.0000,312.0000,14:19,55.4000,3406.0000,24.0000,7.0000,2.0000,,-12.0000,-4.0000,12.6491,1
2.23,lot2,23,1.7435,0.2200,0.2415,0.0115,-0.0015,-11.0000,0.1205,0.1700,92.1000,0.0000,91.6000,1.0000,91.6000,45.8000,3.3000,0.8120,55.1000,392.0000,0.0250,26.2000,1.9280,1.9275,0.0255,5.0000,176.5000,176.7000,0.2000,217.0000,217.0000,16:17,64.9000,3204.0000,89.0000,5.0000,1.0000,,25.0000,-62.5000,67.3146,1
2.24,lot2,24,1.7575,0.2195,0.2415,0.0115,-0.0010,-8.0000,0.1205,0.1710,92.7000,1.0000,91.0000,1.0000,91.0000,45.5000,3.3000,0.8100,54.8000,374.0000,0.0100,26.2000,1.9430,1.9430,0.0100,0.0000,176.9000,177.0000,0.1000,156.0000,156,15:04,70.9000,3430.0000,28.0000,5.0000,1.0000,tumbled,44.0000,11.5000,45.4780,0
2.25,lot2,25,1.7525,0.2200,0.2415,0.0120,-0.0025,-9.5000,0.1195,0.1710,91.9000,1.0000,90.5000,1.0000,90.5000,45.2500,3.3000,0.8120,55.1000,174.0000,0.0100,25.7000,1.9430,1.9430,0.0100,0.0000,175.9000,176.0000,0.1000,129.0000,129.0000,14:32,72.3000,3612.0000,1.0000,5.0000,1.0000,,-31.0000,-41.5000,51.8001,1
2.26,lot2,26,1.7530,0.2195,0.2420,0.0120,-0.0015,-9.0000,0.1190,0.1700,92.3000,1.0000,90.9000,1.0000,90.9000,45.4500,3.2000,0.8110,55.0000,15.0000,0.0150,25.3000,1.9380,1.9380,0.0150,0.0000,175.8000,175.8000,0.0000,220.0000,220.0000,16:20,64.6000,,92.0000,5.0000,1.0000,,-37.0000,-31.0000,48.2701,1
2.27,lot2,27,1.7580,0.2205,0.2410,0.0115,-0.0025,-7.0000,0.1195,0.1715,92.8000,1.0000,91.3000,1.0000,91.3000,45.6500,3.3000,0.8100,55.1000,177.0000,0.0150,25.7000,1.9380,1.9380,0.0150,0.0000,176.6000,176.9000,0.3000,202.0000,202.0000,16:07,67.3000,,74.0000,5.0000,1.0000,,17.0000,13.0000,21.4009,1
2.28,lot2,28,1.7555,0.2190,0.2415,0.0115,-0.0005,-6.5000,0.1195,0.1715,93.3000,1.0000,90.9000,1.0000,90.9000,45.4500,3.3000,0.8130,55.1000,344.0000,0.0200,26.1000,1.9330,1.9330,0.0200,0.0000,177.7000,177.8000,0.1000,272.0000,272.0000,12:59,56.3000,,48.0000,6.0000,2.0000,,-4.0000,-5.5000,6.8007,1
2.29,lot2,29,1.7428,0.2195,0.2415,0.0115,-0.0010,-10.5000,0.1205,0.1710,92.7000,0.0000,91.0000,1.0000,91.0000,45.5000,3.3000,0.8110,54.9000,29.0000,0.0250,25.3000,1.9280,1.9290,0.0240,-10.0000,176.2000,176.2000,0.0000,84.0000,84,13:43,72.7000,3321.0000,4.0000,4.0000,1.0000,out of seq - tumbled,-40.0000,-77.0000,86.7698,0
