Unit.ID,Lot,Case.No,Case.L,Neck.Idia,Neck.Odia,Neck.Thick,Neck.Err,HS,PPDpth,PPDia,Case.Wgt,CMS,Media.Wgt,Volume.Correction,Corr.Media.Wgt,Case.Vol,Pr.Wgt,Bullet.OL,Bullet.Wgt,Reload.Ord,DOL,PC,OLC,ALC,ADOL,DOL.Err,OCWgt,SumWgt,WgtErr,Box.Ord,Target.No,Time,Temp,Velocity,Clean.No,Group.No,Day,,Vertical,Horizontal,DFB,include
1.21,lot1,21,1.7459,0.2210,0.2415,0.0115,-0.0025,-10.0000,0.1185,0.1720,92.9000,0.0000,91.0000,1.0019,91.1767,45.5883,3.3000,0.8100,55.0000,144.0000,0.0200,25.6000,1.9330,1.9325,0.0205,5.0000,177.2000,176.8000,-0.4000,55.0000,55.0000,11:52,72.5000,,23.0000,2.0000,1.0000,,-11.0000,-42.0000,43.4166,1
1.22,lot1,22,1.7467,0.2205,0.2410,0.0115,-0.0025,-10.5000,0.1190,0.1715,93.0000,0.0000,91.2000,1.0019,91.3770,45.6885,3.2000,0.8120,55.2000,279.0000,0.0300,25.9000,1.9230,1.9230,0.0300,0.0000,176.8000,177.3000,0.5000,324.0000,324.0000,14:50,65.5000,,4.0000,8.0000,2.0000,,-4.0000,-2.0000,4.4721,1
1.23,lot1,23,1.7449,0.2205,0.2415,0.0115,-0.0020,-10.0000,0.1180,0.1720,92.2000,0.0000,91.6000,1.0019,91.7778,45.8889,3.3000,0.8110,55.0000,136.0000,0.0150,25.6000,1.9380,1.9370,0.0160,10.0000,175.9000,176.1000,0.2000,176.0000,176.0000,15:28,69.4000,3226.0000,48.0000,5.0000,1.0000,,29.5000,-26.0000,39.3224,1
1.24,lot1,24,1.7457,0.2205,0.2415,0.0115,-0.0020,-9.0000,0.1180,0.1715,91.9000,0.0000,91.0000,1.0019,91.1767,45.5883,3.3000,0.8100,55.1000,319.0000,0.0300,26.0000,1.9230,1.9230,0.0300,0.0000,175.9000,176.3000,0.4000,190.0000,190.0000,15:42,68.5000,,62.0000,5.0000,1.0000,,37.5000,26.5000,45.9184,1
1.25,lot1,25,1.7479,0.2205,0.2415,0.0110,-0.0010,-11.0000,0.1190,0.1715,94.4000,0.0000,90.5000,1.0019,90.6757,45.3378,3.2000,0.8110,55.0000,70.0000,0.0250,25.4000,1.9280,1.9280,0.0250,0.0000,178.0000,178.0000,0.0000,170.0000,170.0000,15:23,69.8000,3167.0000,42.0000,5.0000,1.0000,,32.5000,12.0000,34.6446,1
1.26,lot1,26,1.7466,0.2205,0.2410,0.0115,-0.0025,-10.0000,0.1190,0.1715,92.2000,0.0000,90.9000,1.0019,91.0765,45.5382,3.3000,0.8120,55.1000,390.0000,0.0250,26.2000,1.9280,1.9280,0.0250,0.0000,176.8000,176.8000,0.0000,134.0000,134.0000,14:45,71.6000,,6.0000,5.0000,1.0000,,20.0000,-33.0000,38.5876,1
1.27,lot1,27,1.7467,0.2205,0.2405,0.0110,-0.0020,-10.0000,0.1190,0.1710,92.2000,0.0000,91.3000,1.0019,91.4772,45.7386,3.2000,0.8090,54.9000,379.0000,0.0150,26.2000,1.9380,1.9375,0.0155,5.0000,176.6000,176.5000,-0.1000,318.0000,318.0000,14:24,55.8000,,30.0000,7.0000,2.0000,,8.0000,2.0000,8.2462,1
1.28,lot1,28,1.7479,0.2200,0.2415,0.0115,-0.0015,-10.0000,0.1190,0.1715,91.9000,0.0000,90.9000,1.0019,91.0765,45.5382,3.2000,0.8110,55.1000,363.0000,0.0050,26.2000,1.9480,1.9480,0.0050,0.0000,176.5000,176.4000,-0.1000,229.0000,229.0000,12:05,54.5000,,5.0000,6.0000,2.0000,,12.0000,-1.0000,12.0416,1
1.29,lot1,29,1.7446,0.2205,0.2415,0.0115,-0.0020,-11.0000,0.1190,0.1710,92.5000,0.0000,91.0000,1.0019,91.1767,45.5883,3.3000,0.8110,55.1000,104.0000,0.0200,25.5000,1.9330,1.9330,0.0200,0.0000,176.3000,176.4000,0.1000,228.0000,228.0000,12:03,54.5000,,4.0000,6.0000,2.0000,,14.0000,21.0000,25.2389,1
1.30,lot1,30,1.7455,0.2200,0.2415,0.0115,-0.0015,-9.5000,0.1190,0.1715,93.2000,0.0000,89.9000,1.0019,90.0745,45.0373,3.3000,0.8120,55.1000,364.0000,0.0050,26.2000,1.9480,1.9480,0.0050,0.0000,177.8000,177.8000,0.0000,309.0000,309.0000,14:17,55.4000,3458.0000,21.0000,7.0000,2.0000,,-15.0000,-30.5000,33.9890,1
1.31,lot1,31,1.7479,0.2205,0.2415,0.0115,-0.0020,-10.0000,0.1185,0.1715,92.6000,0.0000,90.8000,1.0019,90.9763,45.4881,3.3000,0.8100,54.9000,258.0000,0.0150,25.9000,1.9380,1.9375,0.0155,5.0000,176.8000,176.7000,-0.1000,336.0000,336.0000,15:03,59.2000,3438.0000,16.0000,8.0000,2.0000,,-23.0000,13.0000,26.4197,1
1.32,lot1,32,1.7487,0.2205,0.2415,0.0110,-0.0010,-10.0000,0.1190,0.1705,91.5000,0.0000,91.2000,1.0019,91.3770,45.6885,3.3000,0.8080,54.9000,212.0000,0.0100,25.8000,1.9430,1.9430,0.0100,0.0000,175.4000,175.5000,0.1000,205.0000,205.0000,16:09,66.9000,,77.0000,5.0000,1.0000,,-38.0000,-18.0000,42.0476,1
1.33,lot1,33,1.7472,0.2200,0.2415,0.0115,-0.0015,-10.0000,0.1170,0.1710,93.3000,0.0000,90.3000,1.0019,90.4753,45.2377,3.3000,0.8110,55.0000,77.0000,0.0300,25.4000,1.9230,1.9230,0.0300,0.0000,177.0000,177.0000,0.0000,268.0000,268.0000,12:56,56.3000,3346.0000,44.0000,6.0000,2.0000,,-21.5000,-7.0000,22.6108,1
1.34,lot1,34,1.7472,0.2210,0.2415,0.0115,-0.0025,-9.0000,0.1190,0.1715,94.1000,0.0000,90.1000,1.0019,90.2749,45.1375,3.3000,0.8120,55.1000,7.0000,0.0100,25.3000,1.9430,1.9430,0.0100,0.0000,177.7000,177.8000,0.1000,383.0000,383.0000,16:08,53.6000,,63.0000,8.0000,2.0000,,-43.0000,32.5000,53.9004,1
1.35,lot1,35,1.7494,0.2200,0.2415,0.0115,-0.0015,-10.0000,0.1185,0.1710,92.9000,0.0000,90.6000,1.0019,90.7759,45.3879,3.3000,0.8120,55.0000,299.0000,0.0150,26.0000,1.9380,1.9380,0.0150,0.0000,177.3000,177.2000,-0.1000,76.0000,76.0000,12:45,73.9000,,12.0000,3.0000,1.0000,,-5.0000,-15.0000,15.8114,1
1.36,lot1,36,1.7438,0.2200,0.2415,0.0115,-0.0015,-11.0000,0.1175,0.1720,93.2000,0.0000,90.5000,1.0019,90.6757,45.3378,3.3000,0.8120,55.1000,237.0000,0.0300,25.8000,1.9230,1.9235,0.0295,-5.0000,177.4000,177.4000,0.0000,81.0000,81.0000,13:41,72.7000,3374.0000,1.0000,4.0000,1.0000,out of seq,-1.5000,-6.0000,6.1847,1
1.37,lot1,37,1.7422,0.2205,0.2415,0.0115,-0.0020,-10.0000,0.1185,0.1705,93.6000,0.0000,90.8000,1.0019,90.9763,45.4881,3.3000,0.8110,55.0000,84.0000,0.0050,25.5000,1.9480,1.9480,0.0050,0.0000,177.3000,177.4000,0.1000,362.0000,362.0000,15:49,55.0000,,42.0000,8.0000,2.0000,,-25.5000,45.5000,52.1584,1
1.38,lot1,38,1.7455,0.2200,0.2420,0.0115,-0.0010,-10.0000,0.1185,0.1715,91.3000,0.0000,90.6000,1.0019,90.7759,45.3879,3.3000,0.8100,55.0000,205.0000,0.0050,25.8000,1.9480,1.9480,0.0050,0.0000,175.3000,175.4000,0.1000,95.0000,95.0000,13:06,73.4000,3386.0000,21.0000,3.0000,1.0000,,2.5000,11.5000,11.7686,1
1.39,lot1,39,1.7475,0.2205,0.2415,0.0115,-0.0020,-10.0000,0.1180,0.1710,92.3000,0.0000,90.3000,1.0019,90.4753,45.2377,3.3000,0.8110,55.0000,91.0000,0.0100,25.5000,1.9430,1.9435,0.0095,-5.0000,176.0000,176.1000,0.1000,232.0000,232.0000,12:09,54.7000,,8.0000,6.0000,2.0000,,-1.0000,-3.5000,3.6401,1
1.40,lot1,40,1.7449,0.2205,0.2420,0.0115,-0.0015,-10.5000,0.1190,0.1710,92.6000,0.0000,90.5000,1.0019,90.6757,45.3378,3.3000,0.8110,55.0000,191.0000,0.0250,25.7000,1.9280,1.9275,0.0255,5.0000,176.6000,176.6000,0.0000,326.0000,327.0000,14:51,65.3000,,5.0000,8.0000,2.0000,326 shot into 327 (lot3:17 into 327),16.0000,2.0000,16.1245,1
1.41,lot1,41,1.7458,0.2205,0.2415,0.0115,-0.0020,-11.0000,0.1190,0.1715,92.5000,0.0000,90.8000,1.0019,90.9763,45.4881,3.3000,0.8090,55.0000,198.0000,0.0300,25.7000,1.9230,1.9230,0.0300,0.0000,176.4000,176.5000,0.1000,70.0000,70.0000,12:38,73.6000,3378.0000,6.0000,3.0000,1.0000,,22.0000,16.5000,27.5000,1
1.42,lot1,42,1.7429,0.2195,0.2415,0.0110,0.0000,-10.0000,0.1180,0.1720,95.1000,0.0000,89.8000,1.0019,89.9743,44.9872,3.3000,0.8120,55.1000,110.0000,0.0250,25.5000,1.9280,1.9270,0.0260,10.0000,179.0000,179.0000,0.0000,64.0000,64.0000,12:16,72.9000,3351.0000,32.0000,2.0000,1.0000,clean bore,-44.5000,-20.0000,48.7878,1
1.43,lot1,43,1.7447,0.2200,0.2410,0.0115,-0.0020,-10.0000,0.1185,0.1720,94.4000,0.0000,91.0000,1.0019,91.1767,45.5883,3.3000,0.8100,55.0000,137.0000,0.0150,25.6000,1.9380,1.9380,0.0150,0.0000,178.2000,178.3000,0.1000,330.0000,330.0000,14:57,61.5000,3362.0000,10.0000,8.0000,2.0000,,-14.5000,13.0000,19.4743,1
1.44,lot1,44,1.7455,0.2205,0.2410,0.0110,-0.0015,-10.0000,0.1180,0.1710,93.0000,0.0000,90.4000,1.0019,90.5755,45.2877,3.3000,0.8100,54.9000,58.0000,0.0150,25.4000,1.9380,1.9385,0.0145,-5.0000,176.5000,176.6000,0.1000,333.0000,333.0000,15:00,61.1000,3349.0000,13.0000,8.0000,2.0000,,-3.5000,37.0000,37.1652,1
1.45,lot1,45,1.7498,0.2205,0.2410,0.0115,-0.0025,-10.0000,0.1185,0.1715,93.1000,0.0000,91.4000,1.0019,91.5774,45.7887,3.3000,0.8100,54.9000,291.0000,0.0100,26.0000,1.9430,1.9425,0.0105,5.0000,177.3000,177.3000,0.0000,204.0000,204.0000,16:08,67.1000,,76.0000,5.0000,1.0000,,-23.0000,-46.0000,51.4296,1
1.46,lot1,46,1.7457,0.2200,0.2410,0.0115,-0.0020,-11.0000,0.1175,0.1715,92.3000,0.0000,90.5000,1.0019,90.6757,45.3378,3.2000,0.8110,55.1000,117.0000,0.0300,25.5000,1.9230,1.9235,0.0295,-5.0000,176.1000,176.1000,0.0000,201.0000,201.0000,16:06,67.1000,,73.0000,5.0000,1.0000,,19.0000,-52.5000,55.8323,1
1.47,lot1,47,1.7438,0.2200,0.2410,0.0110,-0.0010,-11.0000,0.1180,0.1715,92.2000,0.0000,90.9000,1.0019,91.0765,45.5382,3.2000,0.8090,55.0000,99.0000,0.0150,25.5000,1.9380,1.9380,0.0150,0.0000,176.1000,175.9000,-0.2000,297.0000,297.0000,14:07,55.2000,3323.0000,9.0000,7.0000,2.0000,,-12.0000,4.5000,12.8160,1
1.48,lot1,48,1.7490,0.2205,0.2415,0.0115,-0.0020,-11.0000,0.1185,0.1715,94.0000,0.0000,90.5000,1.0019,90.6757,45.3378,3.3000,0.8110,55.0000,14.0000,0.0150,25.3000,1.9380,1.9380,0.0150,0.0000,177.8000,177.6000,-0.2000,124.0000,124.0000,14:09,72.5000,,28.0000,4.0000,1.0000,,0.5000,-9.0000,9.0139,1
1.49,lot1,49,1.7491,0.2190,0.2415,0.0115,-0.0005,-9.0000,0.1190,0.1715,92.9000,0.0000,90.3000,1.0019,90.4753,45.2377,3.2000,0.8110,55.1000,105.0000,0.0200,25.5000,1.9330,1.9330,0.0200,0.0000,176.8000,176.7000,-0.1000,167.0000,167.0000,15:20,70.2000,3247.0000,39.0000,5.0000,1.0000,,-1.5000,14.0000,14.0801,1
1.50,lot1,50,1.7446,0.2200,0.2405,0.0110,-0.0015,-10.0000,0.1175,0.1715,92.0000,0.0000,91.0000,1.0019,91.1767,45.5883,3.3000,0.8120,55.1000,385.0000,0.0200,26.2000,1.9330,1.9330,0.0200,0.0000,176.4000,176.6000,0.2000,300.0000,300.0000,14:09,55.4000,3459.0000,12.0000,7.0000,2.0000,,-15.0000,-10.0000,18.0278,1
1.51,lot1,51,1.7449,0.2200,0.2410,0.0110,-0.0010,-11.0000,0.1180,0.1715,92.7000,0.0000,90.6000,1.0019,90.7759,45.3879,3.2000,0.8110,55.0000,230.0000,0.0250,25.8000,1.9280,1.9280,0.0250,0.0000,176.9000,176.7000,-0.2000,224.0000,224.0000,16:22,64.0000,,96.0000,5.0000,1.0000,End of Day,-13.0000,4.0000,13.6015,1
1.52,lot1,52,1.7473,0.2210,0.2410,0.0110,-0.0020,-11.0000,0.1180,0.1710,92.0000,0.0000,91.4000,1.0019,91.5774,45.7887,3.3000,0.8100,55.1000,35.0000,0.0300,25.3000,1.9230,1.9230,0.0300,0.0000,175.6000,175.7000,0.1000,276.0000,276.0000,13:07,56.4000,3332.0000,52.0000,6.0000,2.0000,,-9.0000,34.0000,35.1710,1
1.53,lot1,53,1.7451,0.2205,0.2410,0.0110,-0.0015,-11.0000,0.1175,0.1710,92.0000,0.0000,90.8000,1.0019,90.9763,45.4881,3.3000,0.8120,55.1000,50.0000,0.0100,25.4000,1.9430,1.9430,0.0100,0.0000,175.8000,175.8000,0.0000,304.0000,304.0000,14:12,55.4000,,16.0000,7.0000,2.0000,,-11.0000,13.5000,17.4141,1
1.54,lot1,54,1.7484,0.2200,0.2420,0.0115,-0.0010,-9.0000,0.1180,0.1715,95.0000,0.0000,90.3000,1.0019,90.4753,45.2377,3.3000,0.8110,55.2000,184.0000,0.0200,25.7000,1.9330,1.9330,0.0200,0.0000,179.1000,179.2000,0.1000,113.0000,113.0000,13:57,72.3000,,17.0000,4.0000,1.0000,,20.0000,-8.5000,21.7313,1
1.55,lot1,55,1.7461,0.2205,0.2415,0.0115,-0.0020,-11.0000,0.1190,0.1715,92.4000,0.0000,90.7000,1.0019,90.8761,45.4380,3.2000,0.8100,55.0000,63.0000,0.0200,25.4000,1.9330,1.9335,0.0195,-5.0000,176.0000,176.0000,0.0000,117.0000,117.0000,14:01,72.5000,,21.0000,4.0000,1.0000,,-2.0000,-17.0000,17.1172,1
1.56,lot1,56,1.7437,0.2205,0.2410,0.0110,-0.0015,-10.0000,0.1195,0.1715,92.6000,0.0000,90.7000,1.0019,90.8761,45.4380,3.3000,0.8100,55.0000,159.0000,0.0300,25.6000,1.9230,1.9235,0.0295,-5.0000,176.5000,176.5000,0.0000,323.0000,323.0000,14:49,66.2000,,3.0000,8.0000,2.0000,,5.0000,27.0000,27.4591,1
1.57,lot1,57,1.7486,0.2205,0.2410,0.0110,-0.0015,-9.0000,0.1190,0.1715,92.4000,0.0000,91.0000,1.0019,91.1767,45.5883,3.3000,0.8110,55.0000,145.0000,0.0200,25.6000,1.9330,1.9325,0.0205,5.0000,176.3000,176.3000,0.0000,121.0000,121.0000,14:06,72.5000,,25.0000,4.0000,1.0000,,19.5000,-17.5000,26.2011,1
1.58,lot1,58,1.7441,0.2205,0.2410,0.0115,-0.0025,-12.0000,0.1185,0.1715,91.9000,0.0000,91.4000,1.0019,91.5774,45.7887,3.2000,0.8120,55.0000,118.0000,0.0300,25.5000,1.9230,1.9235,0.0295,-5.0000,175.8000,175.6000,-0.2000,222.0000,222.0000,16:21,64.4000,,94.0000,5.0000,1.0000,,-35.0000,-28.5000,45.1359,1
1.59,lot1,59,1.7454,0.2200,0.2410,0.0110,-0.0010,-11.0000,0.1190,0.1715,92.9000,0.0000,91.3000,1.0019,91.4772,45.7386,3.2000,0.8090,54.9000,138.0000,0.0150,25.6000,1.9380,1.9375,0.0155,5.0000,176.7000,176.6000,-0.1000,53.0000,53.0000,11:50,72.3000,3312.0000,21.0000,2.0000,1.0000,,-18.5000,2.0000,18.6078,1
1.60,lot1,60,1.7497,0.2205,0.2410,0.0115,-0.0025,-9.0000,0.1190,0.1715,93.3000,0.0000,90.5000,1.0019,90.6757,45.3378,3.3000,0.8120,55.1000,249.0000,0.0100,25.9000,1.9430,1.9425,0.0105,5.0000,177.7000,177.6000,-0.1000,187.0000,187.0000,15:40,68.7000,3250.0000,59.0000,5.0000,1.0000,,49.5000,25.0000,55.4549,1
1.61,lot1,61,1.7463,0.2205,0.2410,0.0115,-0.0025,-9.0000,0.1185,0.1715,91.4000,0.0000,91.5000,1.0019,91.6776,45.8388,3.3000,0.8110,55.0000,263.0000,0.0200,25.9000,1.9330,1.9330,0.0200,0.0000,175.7000,175.6000,-0.1000,208.0000,208.0000,16:12,66.4000,,80.0000,5.0000,1.0000,,26.0000,-2.0000,26.0768,1
1.62,lot1,62,1.7460,0.2200,0.2415,0.0115,-0.0015,-11.0000,0.1180,0.1715,92.3000,0.0000,90.7000,1.0019,90.8761,45.4380,3.2000,0.8110,55.0000,372.0000,0.0100,26.2000,1.9430,1.9425,0.0105,5.0000,176.9000,176.7000,-0.2000,133.0000,133.0000,14:44,71.6000,3363.0000,5.0000,5.0000,1.0000,,1.5000,-13.0000,13.0863,1
1.63,lot1,63,1.7459,0.2205,0.2415,0.0110,-0.0010,-10.0000,0.1190,0.1715,92.8000,0.0000,90.6000,1.0019,90.7759,45.3879,3.2000,0.8110,55.1000,92.0000,0.0100,25.5000,1.9430,1.9430,0.0100,0.0000,176.5000,176.6000,0.1000,189.0000,189.0000,15:42,68.5000,,61.0000,5.0000,1.0000,,27.0000,12.0000,29.5466,1
1.64,lot1,64,1.7473,0.2210,0.2415,0.0115,-0.0025,-10.0000,0.1180,0.1715,93.7000,0.0000,90.5000,1.0019,90.6757,45.3378,3.3000,0.8110,55.1000,223.0000,0.0200,25.8000,1.9330,1.9330,0.0200,0.0000,177.8000,177.9000,0.1000,345.0000,345.0000,15:24,56.3000,,25.0000,8.0000,2.0000,,-19.5000,22.0000,29.3981,1
